codigo_viagem,cnpj,numero_equipamento_fiscal,numero_bilhete,data_emissao_bilhete,hora_emissao_bilhete,categoria_transporte,nu_linha,origem_destino_linha,ponto_origem_viagem,ponto_destino_viagem,tipo_servico,data_viagem,hora_viagem,tipo_viagem,numero_poltrona,plataforma_embarque,tipo_gratitude,valor_tarifa,valor_percentual_desconto,valor_aliquota_icms,valor_pedagio,valor_taxa_embarque,valor_total,origem_emissao,in_passagem_cancelada
2454303,1751730000197,52200101751730001240,100383,08-01-2020,18:26:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BOM JARDIM DE GOIAS/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,08-01-2020,13:00:00,Regular,5,N/I,Tarifa Normal - sem desconto,7.26,0.0,12.0,0.0,2.16,9.42,Não Se Aplica,NÃO
2474874,1751730000197,52200101751730001240,105726,17-01-2020,14:51:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BOM JARDIM DE GOIAS/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,17-01-2020,13:00:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",4.34,50.0,12.0,0.0,2.16,6.5,Não Se Aplica,NÃO
2426458,1751730000197,52200101751730001240,96767,02-01-2020,07:49:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),GOIANIA/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,02-01-2020,08:00:00,Regular,35,N/I,Tarifa Normal - sem desconto,39.39,0.0,12.0,0.0,3.98,43.37,Não Se Aplica,NÃO
2474751,1751730000197,52200101751730001240,102779,13-01-2020,10:43:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),GOIANIA/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,13-01-2020,13:00:00,Regular,12,N/I,Tarifa Normal - sem desconto,39.39,0.0,12.0,0.0,3.98,43.37,Não Se Aplica,NÃO
2501601,1751730000197,52200101751730001240,107264,20-01-2020,13:49:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),GOIANIA/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,24-01-2020,08:00:00,Regular,3,N/I,Tarifa Normal - sem desconto,56.16,0.0,12.0,0.0,3.98,60.14,Não Se Aplica,NÃO
2426436,1751730000197,52200101751730001240,96569,01-01-2020,07:56:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),GOIANIA/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,01-01-2020,08:00:00,Regular,13,N/I,Tarifa Normal - sem desconto,39.39,0.0,12.0,0.0,3.98,43.37,Não Se Aplica,NÃO
2474873,1751730000197,52200101751730001240,105726,17-01-2020,14:51:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BOM JARDIM DE GOIAS/GO        ,BARRA DO GARCAS/MT        ,Convencional com sanitário,17-01-2020,13:00:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",4.34,50.0,12.0,0.0,2.16,6.5,Não Se Aplica,NÃO
2513775,27486182000109,33200127486182023664,125445,18-01-2020,14:09:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,25-01-2020,13:30:00,Regular,3,58 A 60,Tarifa Normal - sem desconto,206.23,0.0,20.0,5.19,6.14,166.99,Não Se Aplica,NÃO
2448509,27486182000109,33200127486182023664,112860,02-01-2020,00:04:00,Interestadual,17004061,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Executivo,02-01-2020,13:30:00,Regular,26,17 e 18,Tarifa Normal - sem desconto,186.66,0.0,20.0,4.47,6.14,168.99,Não Se Aplica,NÃO
2462599,27486182000109,33191227486182023664,104124,20-12-2019,14:48:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,07-01-2020,21:05:00,Regular,27,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,69.0,Não Se Aplica,NÃO
2467239,59965038000141,50200159965038002357,98958,06-01-2020,13:23:18,Interestadual,19000361,PARANAIBA(MS) - SAO PAULO(SP),PARANAIBA/MS        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,17:40:00,Regular,38,N/I,Tarifa Normal - sem desconto,232.92,0.0,17.0,10.15,3.52,120.0,Não Se Aplica,NÃO
2449072,27486182000109,33191227486182023664,108572,26-12-2019,14:06:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,03-01-2020,22:35:00,Regular,34,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,98.99,Não Se Aplica,NÃO
2449899,27486182000109,33200127486182023664,113276,02-01-2020,14:20:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,05-01-2020,22:50:00,Regular,36,58,Tarifa Normal - sem desconto,206.23,0.0,20.0,5.49,6.14,179.01,Não Se Aplica,NÃO
2485607,27486182000109,33200127486182023664,114975,04-01-2020,15:36:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,15-01-2020,21:05:00,Regular,19,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,89.01,Não Se Aplica,NÃO
2449863,27486182000109,33191127486182023664,78854,15-11-2019,11:42:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,05-01-2020,21:05:00,Regular,23,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,69.0,Não Se Aplica,NÃO
2462796,27486182000109,33200127486182023664,118048,08-01-2020,17:34:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,08-01-2020,21:40:00,Regular,24,58,Tarifa Normal - sem desconto,206.23,0.0,20.0,5.19,6.14,182.01,Não Se Aplica,NÃO
2486034,27486182000109,33200127486182023664,123495,15-01-2020,20:35:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,17-01-2020,23:45:00,Regular,12,00,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.98,0.0,99.0,Não Se Aplica,NÃO
2449099,27486182000109,33200127486182023664,112846,01-01-2020,22:48:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,03-01-2020,23:50:00,Regular,38,00,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,98.99,Não Se Aplica,NÃO
2485606,27486182000109,33200127486182023664,114975,04-01-2020,15:36:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,15-01-2020,21:05:00,Regular,19,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,89.01,Não Se Aplica,NÃO
2449072,27486182000109,33191227486182023664,103676,20-12-2019,09:11:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,VITORIA/ES        ,Semileito,03-01-2020,22:35:00,Regular,3,N/I,Tarifa Normal - sem desconto,212.83,0.0,20.0,4.9,0.0,98.99,Não Se Aplica,NÃO
2485043,27486182000109,32191127486182000109,2283533,25-11-2019,14:21:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,12-01-2020,21:05:00,Regular,26,N/I,Tarifa Normal - sem desconto,193.48,0.0,12.0,5.08,0.0,69.01,Não Se Aplica,NÃO
2485787,27486182000109,32200127486182000109,3020157,15-01-2020,08:57:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,16-01-2020,22:00:00,Regular,33,21,Tarifa Normal - sem desconto,187.49,0.0,12.0,5.84,3.17,165.0,Não Se Aplica,NÃO
2462597,27486182000109,32200127486182000109,2886610,05-01-2020,19:29:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,07-01-2020,21:00:00,Regular,5,26,Tarifa Normal - sem desconto,187.49,0.0,12.0,5.25,3.17,154.01,Não Se Aplica,NÃO
2485800,27486182000109,32200127486182000109,3002728,13-01-2020,19:26:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,16-01-2020,22:50:00,Regular,7,N/I,Tarifa Normal - sem desconto,193.48,0.0,12.0,5.18,0.0,89.0,Não Se Aplica,NÃO
2512842,27486182000109,32200127486182000109,3070429,18-01-2020,17:01:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,20-01-2020,10:00:00,Regular,13,N/I,Tarifa Normal - sem desconto,193.48,0.0,12.0,5.18,0.0,109.0,Não Se Aplica,NÃO
2512842,27486182000109,32191227486182000109,2513486,13-12-2019,07:25:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,20-01-2020,10:00:00,Regular,1,N/I,Tarifa Normal - sem desconto,193.48,0.0,12.0,5.08,0.0,69.01,Não Se Aplica,NÃO
2485632,27486182000109,32200127486182000109,2964805,10-01-2020,22:21:00,Interestadual,17004031,VITORIA(ES) - RIO DE JANEIRO(RJ),VITORIA/ES        ,RIO DE JANEIRO/RJ        ,Semileito,15-01-2020,22:50:00,Regular,22,N/I,Tarifa Normal - sem desconto,193.48,0.0,12.0,5.18,0.0,89.0,Não Se Aplica,NÃO
2446044,82647884000135,266852,334984,01-01-2020,14:43:00,Interestadual,9000200,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,01-01-2020,15:20:00,Regular,8,N/I,Tarifa Normal - sem desconto,66.33,0.0,12.0,1.31,4.35,76.99,Não Se Aplica,NÃO
2447463,82647884000135,266877,959472,04-01-2020,06:15:00,Interestadual,9035731,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,04-01-2020,06:30:00,Regular,31,--,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",84.12,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2497656,82647884000135,41200182647884000488,969406,14-01-2020,20:55:00,Interestadual,9035731,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,BALNEARIO CAMBORIU/SC        ,Convencional com sanitário,15-01-2020,16:00:00,Regular,53,--,Tarifa Normal - sem desconto,60.54,0.0,12.0,1.14,6.31,67.99,Não Se Aplica,NÃO
2471791,82647884000135,41200182647884000488,929981,07-01-2020,09:47:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),CURITIBA/PR        ,LAGES/SC        ,Convencional com sanitário,08-01-2020,12:30:00,Regular,9,A,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",82.23,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2525577,82647884000135,266406,78219,20-01-2020,14:11:00,Interestadual,9001700,CURITIBA(PR) - SAO FRANCISCO DO SUL(SC),SAO FRANCISCO DO SUL/SC        ,CURITIBA/PR        ,Convencional com sanitário,21-01-2020,06:50:00,Regular,21,..,Tarifa Normal - sem desconto,39.33,0.0,12.0,0.66,0.0,39.99,Não Se Aplica,NÃO
2446454,82647884000135,41191282647884000488,889280,29-12-2019,19:42:00,Interestadual,9035731,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,ITAJAI/SC        ,Convencional com sanitário,02-01-2020,06:30:00,Regular,37,A,Tarifa Normal - sem desconto,59.73,0.0,12.0,1.14,6.12,36.99,Não Se Aplica,NÃO
2496939,82647884000135,41200182647884000488,957260,12-01-2020,15:19:00,Interestadual,9004100,CURITIBA(PR) - JOINVILLE(SC),CURITIBA/PR        ,JOINVILLE/SC        ,Convencional com sanitário,12-01-2020,19:10:00,Regular,38,A,Tarifa Normal - sem desconto,28.21,0.0,12.0,0.66,6.12,34.99,Não Se Aplica,NÃO
2525377,82647884000135,41200182647884000488,980413,17-01-2020,06:46:00,Interestadual,9000600,CURITIBA(PR) - SANTOS(SP),CURITIBA/PR        ,PERUIBE/SP        ,Convencional com sanitário,20-01-2020,15:45:00,Regular,4,..,Tarifa Normal - sem desconto,73.2,0.0,12.0,2.48,6.31,81.99,Não Se Aplica,NÃO
2498439,82647884000135,41200182647884000488,944439,09-01-2020,18:21:00,Interestadual,9035900,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,18-01-2020,13:00:00,Regular,22,A,Tarifa Normal - sem desconto,67.69,0.0,12.0,1.18,6.12,59.99,Não Se Aplica,NÃO
2472028,82647884000135,41200182647884000488,940509,09-01-2020,07:08:00,Interestadual,9035731,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,09-01-2020,07:30:00,Regular,25,--,Tarifa Normal - sem desconto,82.35,0.0,12.0,1.52,6.12,89.99,Não Se Aplica,NÃO
2496820,82647884000135,41200182647884000488,936112,08-01-2020,11:14:00,Interestadual,9035900,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,12-01-2020,13:00:00,Regular,27,A,Tarifa Normal - sem desconto,67.69,0.0,12.0,1.18,6.12,59.99,Não Se Aplica,NÃO
2474742,1751730000197,51200101751730000197,892527,07-01-2020,09:58:00,Interestadual,12011461,GOIANIA(GO) - SAO FELIX DO ARAGUAIA(MT),ALTO BOA VISTA/MT        ,GOIANIA/GO        ,Convencional com sanitário,13-01-2020,08:00:00,Regular,1,N/I,"Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03",0.0,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2474774,1751730000197,51200101751730000197,188102,14-01-2020,09:53:00,Interestadual,12011461,GOIANIA(GO) - SAO FELIX DO ARAGUAIA(MT),SERRA NOVA DOURADA/MT        ,GOIANIA/GO        ,Executivo,14-01-2020,08:00:00,Regular,38,N/I,Tarifa Normal - sem desconto,137.23,0.0,12.0,0.0,0.0,137.23,Não Se Aplica,NÃO
2474774,1751730000197,51200101751730000197,184500,08-01-2020,06:15:00,Interestadual,12011461,GOIANIA(GO) - SAO FELIX DO ARAGUAIA(MT),SERRA NOVA DOURADA/MT        ,GOIANIA/GO        ,Executivo,14-01-2020,08:00:00,Regular,19,N/I,Tarifa Normal - sem desconto,97.19,0.0,12.0,0.0,4.75,101.94,Não Se Aplica,NÃO
2474799,1751730000197,52200101751730001240,880671,04-01-2020,18:11:00,Interestadual,12011461,GOIANIA(GO) - SAO FELIX DO ARAGUAIA(MT),GOIANIA/GO        ,SERRA NOVA DOURADA/MT        ,Executivo,14-01-2020,23:00:00,Regular,2,N/I,"Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03",0.0,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2429502,5423509000160,51200105423509000675,11824,03-01-2020,14:48:37,Interestadual,19003761,PARANAIBA(MS) - PRIMAVERA DO LESTE(MT),RONDONOPOLIS/MT        ,PARANAIBA/MS        ,Executivo,04-01-2020,02:30:00,Regular,38,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",217.32,37.28,12.0,0.0,5.4,142.31,Não Se Aplica,NÃO
2503226,5423509000160,52200105423509000594,20653,23-01-2020,10:30:00,Interestadual,19003761,PARANAIBA(MS) - PRIMAVERA DO LESTE(MT),MINEIROS/GO        ,PRIMAVERA DO LESTE/MT        ,Executivo,23-01-2020,04:00:00,Regular,16,N/I,Tarifa Normal - sem desconto,121.17,0.0,12.0,2.29,2.3,89.41,Não Se Aplica,NÃO
2526241,82647884000135,266406,78562,22-01-2020,15:20:00,Interestadual,9001700,CURITIBA(PR) - SAO FRANCISCO DO SUL(SC),SAO FRANCISCO DO SUL/SC        ,CURITIBA/PR        ,Convencional com sanitário,23-01-2020,18:30:00,Regular,8,N/I,Tarifa Normal - sem desconto,39.33,0.0,12.0,0.66,0.0,39.99,Não Se Aplica,NÃO
2472018,82647884000135,266489,165400,07-01-2020,08:19:00,Interestadual,9001700,CURITIBA(PR) - SAO FRANCISCO DO SUL(SC),SAO FRANCISCO DO SUL/SC        ,CURITIBA/PR        ,Convencional com sanitário,09-01-2020,06:50:00,Regular,2,..,Tarifa Normal - sem desconto,38.33,0.0,12.0,0.66,0.0,38.99,Não Se Aplica,NÃO
2472152,82647884000135,266441,256044,09-01-2020,14:30:00,Interestadual,9037861,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,09-01-2020,18:25:00,Regular,25,N/I,Tarifa Normal - sem desconto,74.46,0.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2472413,82647884000135,266840,478104,10-01-2020,16:24:00,Interestadual,9000200,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,10-01-2020,18:40:00,Regular,22,..,Tarifa Normal - sem desconto,66.27,0.0,12.0,1.37,4.35,71.99,Não Se Aplica,NÃO
2496861,82647884000135,266484,334717,12-01-2020,13:51:00,Interestadual,9000200,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,12-01-2020,16:10:00,Regular,15,--,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",66.33,0.0,12.0,1.31,4.35,5.66,Não Se Aplica,NÃO
2497916,82647884000135,266417,758245,15-01-2020,11:26:00,Interestadual,9000200,CURITIBA(PR) - FLORIANOPOLIS(SC),FLORIANOPOLIS/SC        ,CURITIBA/PR        ,Convencional com sanitário,16-01-2020,17:20:00,Regular,42,--,Tarifa Normal - sem desconto,66.27,0.0,12.0,1.37,4.35,71.99,Não Se Aplica,NÃO
2496819,82647884000135,266403,403214,12-01-2020,16:32:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),PAPANDUVA/SC        ,CURITIBA/PR        ,Convencional com sanitário,12-01-2020,13:00:00,Regular,11,--,Tarifa Normal - sem desconto,37.73,0.0,12.0,1.46,0.8,39.99,Não Se Aplica,NÃO
2471348,82647884000135,266441,254158,06-01-2020,15:56:00,Interestadual,16009731,FLORIANOPOLIS(SC) - SAO CAETANO DO SUL(SP),FLORIANOPOLIS/SC        ,SANTO ANDRE/SP        ,Convencional com sanitário,06-01-2020,19:00:00,Regular,10,N/I,Tarifa Normal - sem desconto,201.22,0.0,12.0,3.42,4.35,208.99,Não Se Aplica,NÃO
2471995,82647884000135,41200182647884000488,915486,04-01-2020,08:02:00,Interestadual,9002431,CURITIBA(PR) - SAO CAETANO DO SUL(SP),CURITIBA/PR        ,SANTO ANDRE/SP        ,Convencional com sanitário,08-01-2020,23:30:00,Regular,24,A,Tarifa Normal - sem desconto,125.0,0.0,12.0,2.87,6.12,133.99,Não Se Aplica,NÃO
2454264,1751730000197,51200101751730000197,182391,04-01-2020,09:15:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,07-01-2020,08:00:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",88.8,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2501545,1751730000197,51200101751730000197,942994,18-01-2020,18:56:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,22-01-2020,08:00:00,Regular,30,N/I,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",0.0,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2501544,1751730000197,51200101751730000197,942994,18-01-2020,18:56:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,22-01-2020,08:00:00,Regular,30,N/I,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",0.0,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2501543,1751730000197,51200101751730000197,942994,18-01-2020,18:56:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,22-01-2020,08:00:00,Regular,30,N/I,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",0.0,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2454263,1751730000197,51200101751730000197,182391,04-01-2020,09:15:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,07-01-2020,08:00:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",88.8,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2501607,1751730000197,51200101751730000197,192205,20-01-2020,18:29:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,24-01-2020,13:00:00,Regular,2,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",88.8,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2474719,1751730000197,51200101751730000197,183307,06-01-2020,08:05:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,BOM JARDIM DE GOIAS/GO        ,Convencional com sanitário,12-01-2020,08:00:00,Regular,11,N/I,Tarifa Normal - sem desconto,57.84,0.0,12.0,0.0,2.16,60.0,Não Se Aplica,NÃO
2454234,1751730000197,51200101751730000197,183314,06-01-2020,08:17:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,BOM JARDIM DE GOIAS/GO        ,Convencional com sanitário,06-01-2020,08:00:00,Regular,32,N/I,"Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03",69.27,50.0,12.0,0.0,2.16,36.79,Não Se Aplica,NÃO
2426440,1751730000197,51191201751730000197,179594,29-12-2019,19:58:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,GOIANIA/GO        ,Convencional com sanitário,01-01-2020,13:00:00,Regular,3,N/I,Tarifa Normal - sem desconto,88.8,0.0,12.0,0.0,4.6,60.0,Não Se Aplica,NÃO
2474722,1751730000197,51200101751730000197,183307,06-01-2020,08:05:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,BOM JARDIM DE GOIAS/GO        ,Convencional com sanitário,12-01-2020,08:00:00,Regular,11,N/I,Tarifa Normal - sem desconto,57.84,0.0,12.0,0.0,2.16,60.0,Não Se Aplica,NÃO
2454235,1751730000197,51200101751730000197,183314,06-01-2020,08:17:00,Interestadual,12012300,GOIANIA(GO) - BARRA DO GARCAS(MT),BARRA DO GARCAS/MT        ,BOM JARDIM DE GOIAS/GO        ,Convencional com sanitário,06-01-2020,08:00:00,Regular,32,N/I,"Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03",69.27,50.0,12.0,0.0,2.16,36.79,Não Se Aplica,NÃO
2446257,25634551000138,35191225634551000480,100409568,22-12-2019,09:32:00,Interestadual,8020600,RIBEIRAO PRETO(SP) - PORTO ALEGRE(RS),RIBEIRAO PRETO/SP        ,CURITIBA/PR        ,Convencional com sanitário,03-01-2020,20:30:00,Regular,45,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",124.45,21.0,12.0,7.87,6.68,139.0,Não Se Aplica,NÃO
2446979,82647884000135,266503,95381,31-12-2019,10:21:00,Interestadual,9035931,CURITIBA(PR) - FLORIANOPOLIS(SC),TIJUCAS/SC        ,CURITIBA/PR        ,Convencional com sanitário,03-01-2020,09:45:00,Regular,30,--,Tarifa Normal - sem desconto,72.93,0.0,12.0,1.52,0.54,74.99,Não Se Aplica,NÃO
2497715,82647884000135,35200182647884002006,355430,15-01-2020,19:57:00,Interestadual,16000600,LAGES(SC) - SAO PAULO(SP),SAO PAULO/SP        ,LAGES/SC        ,Convencional com sanitário,15-01-2020,19:00:00,Regular,23,N/I,Tarifa Normal - sem desconto,170.68,0.0,12.0,6.92,6.39,183.99,Não Se Aplica,NÃO
2460698,23542573000142,33191233337007000152,100323114,23-12-2019,12:17:00,Interestadual,6027161,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,BELO HORIZONTE/MG        ,Executivo,06-01-2020,09:00:00,Regular,35,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",106.87,30.0,20.0,5.99,6.14,119.0,Não Se Aplica,NÃO
2444039,23542573000142,31200133337007008307,100401532,02-01-2020,14:38:00,Interestadual,6027161,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BETIM/MG        ,RIO DE JANEIRO/RJ        ,Executivo,02-01-2020,22:30:00,Regular,44,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",122.68,30.0,18.0,7.12,0.0,129.8,Não Se Aplica,NÃO
2521563,61084018000103,35200161084018000103,6998042,24-01-2020,15:27:00,Interestadual,8004461,CAMPINAS(SP) - RIO DE JANEIRO(RJ),CAMPINAS/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,16:15:00,Regular,7,28,Tarifa Normal - sem desconto,129.47,0.0,12.0,9.53,5.99,110.5,Não Se Aplica,NÃO
2520979,61084018000103,35200161084018000103,6915207,21-01-2020,16:15:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,21-01-2020,23:15:00,Regular,31,08,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,119.99,Não Se Aplica,NÃO
2437776,61084018000103,35200161084018000103,6332156,02-01-2020,06:17:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),SAO PAULO/SP        ,CURITIBA/PR        ,Convencional com sanitário,04-01-2020,18:00:00,Regular,24,10,Tarifa Normal - sem desconto,109.87,0.0,12.0,2.86,7.26,139.99,Não Se Aplica,NÃO
